abacas,masc,
abach,masc,
abacht,fem,
abairt,fem,2
ábaltacht,fem,3
abarlach,fem,
abar,masc,1
abarthacht,fem,3
abdóman,masc,1
abhacád,masc,1
ábhach,masc,1
ábhacht,fem,3
abhac,masc,1
abhacréalta,fem,4
abhaill,fem,
ábhaillí,fem,4
abhainn,fem,5
ábhalchéim,fem,
ábhann,masc,
abhantrach,fem,2
ábharachas,masc,1
ábharaí,masc,
ábhar,masc,1
ábharthacht,fem,
abhatár,masc,4
abhcóideacht,fem,
abhcóide,masc,4
abhcóir,masc,
abhlann,fem,2
abhlóireacht,fem,
abhlóir,masc,3
abhógacht,fem,
abhógaí,masc,
abhóg,fem,2
abhóiséad,masc,
abhraiseach,fem,2
abhras,masc,1
ablach,masc,1
abláil,fem,3
ablálaí,masc,
ab,masc,3
abracht,fem,
absalóideachas,masc,
absalóideacht,fem,
absalóid,fem,
abstanaid,fem,
abúile,fem,
Acádach,masc,1
acadamhaí,masc,
acadamh,masc,1
acadóir,masc,3
acainít,fem,
acairíneach,masc,
acalaí,masc,4
acantas,masc,
acaoineadh,masc,
acarsóid,fem,2
acastóir,masc,3
achadh,masc,1
achainí,fem,4
achainíoch,masc,
achairt,fem,
achar,masc,1
achasánaí,masc,
achasán,masc,1
achoimre,fem,4
achoimriú,masc,
achomaireacht,fem,3
achomharc,masc,1
achomharcóir,masc,3
achrannaí,fem,
achrann,masc,1
achtachán,masc,1
achtáil,fem,
achtainiam,masc,
achtanasón,masc,
acht,masc,3
achtúire,masc,4
achtú,masc,
aclaíocht,fem,3
aclú,masc,
ac,masc,4
acmhainn,fem,2
acomhal,masc,1
acráiniach,masc,
acrainm,masc,4
acraíocht,fem,3
acra,masc,4
acrasóm,masc,
acsón,masc,
adac,masc,1
adainín,masc,
adamh,masc,1
adanóma,masc,4
adhainteoir,masc,
adhaint,fem,2
adhairt,fem,2
adhairtín,masc,4
adhall,masc,1
adhal,masc,
adhaltrach,masc,
adhaltranas,masc,1
Ádhamhchlann,fem,
Ádhamh,masc,
adhann,fem,
adhantaí,masc,4
adharcachán,masc,
adharcacht,fem,
adharcán,masc,1
adharc,fem,2
adhartán,masc,1
adhascaid,fem,2
adhastar,masc,1
adhbha,fem,
adhbh,fem,
adhfhuafaireacht,fem,
adhfhuaire,fem,
adhfhuath,masc,
adhlacadh,masc,
adhlacóir,masc,3
adhmad,masc,1
adhmadóireacht,fem,3
adhmadóir,masc,
adhmainteas,masc,1
adhmaint,fem,2
ádh,masc,1
adhmhaidin,fem,
adhmhilleadh,masc,
adhmholadh,masc,
adhmholtóir,masc,
adhnáire,fem,
adhnua,masc,4
adhradh,masc,
adhraitheoir,masc,3
admháil,fem,3
admhálaí,masc,
adóib,fem,2
aduaine,fem,
aduantas,masc,
aducht,masc,3
aeistéitic,fem,2
aelus,masc,3
ae,masc,4
aerachlár,masc,
aeracht,fem,3
aerachtúlacht,fem,
aeradán,masc,
aeradróm,masc,1
aeragraf,masc,
aeráid,fem,2
aeraidinimic,fem,2
aeráil,fem,
aeraíocht,fem,3
aerárachas,masc,
aerarm,masc,
aerárthach,masc,1
aerasól,masc,1
aeraspás,masc,1
aerastataic,fem,
aerbhac,masc,1
aerbhealach,masc,
aerbhonn,masc,
aerbhrat,masc,1
aerbhríce,masc,
aerbhunáit,fem,2
aerchaidéal,masc,
aerchill,fem,
aerchóiriúchán,masc,1
aerchóiriú,masc,
aerchomhla,fem,
aerchonair,fem,
aerchoscán,masc,
aerchriú,masc,4
aerchrochadh,masc,
aerchúisín,masc,
aerdhathadóir,masc,3
aerdhruilire,masc,
aereincíoma,masc,
aereiteog,fem,
aerfheadán,masc,1
aerfhórsa,masc,4
aerfhráma,masc,4
aerfort,masc,1
aerfótagrafaíocht,fem,
aerfótagraf,masc,
aerghunna,masc,
aerinneall,masc,
aeriompar,masc,
aerionad,masc,
aerlána,masc,
aerlasta,masc,4
aerlínéar,masc,
aerlíne,fem,4
aerlitir,fem,5
aerloingseoireacht,fem,3
aerlong,fem,
aerluas,masc,
aermaíocht,fem,
aer,masc,1
aermhais,fem,2
aermharascal,masc,
aermhíle,masc,4
aeróg,fem,2
aeróstach,masc,1
aerpháirc,fem,2
aerphasáiste,masc,4
aerphiocóid,fem,
aerphost,masc,
aer-ruathar,masc,
aerscriú,masc,4
aershac,masc,
aersheomra,masc,
aershloc,masc,1
aershreabhadh,masc,
aershreabh,fem,2
aerspás,masc,1
aerstáisiún,masc,1
aerstiall,fem,
aerstráice,masc,4
aerthacht,fem,
aerthóir,masc,
aerthonn,fem,2
aerthormán,masc,1
aerú,masc,
Aetópach,masc,1
Afganastánach,masc,1
Afracach,masc,1
Afracánach,masc,1
afrasc,masc,
agaill,fem,2
agairg,fem,
agairt,fem,3
Agaistíneach,masc,1
agáit,fem,2
agallach,fem,
agallaí,masc,4
agallamh,masc,1
agall,fem,2
agallóir,masc,3
agamacht,fem,
aga,masc,4
agard,masc,
agar,masc,
ágar,masc,
aghaidh,fem,2
aghaidhluach,masc,3
agh,fem,
aghlot,masc,
ágh,masc,
áglus,masc,
agnóisí,masc,4
agóideoir,masc,
agóid,fem,2
agóidí,masc,4
agó,masc,4
agrafhoraoiseacht,fem,3
agrafóibe,fem,
agra,masc,
agranamaí,masc,4
agróir,masc,
agúid,fem,
aguisín,masc,4
agús,masc,1
agusóir,masc,
aibeachan,fem,
aibéil,fem,
áibhéalaí,masc,
aibhéardaí,masc,
áibhéar,masc,
áibhéil,fem,2
áibhéireacht,fem,
aibhéis,fem,2
aibhinne,masc,4
áibhirseoireacht,fem,
áibhirseoir,masc,3
áibhle,fem,
aibhléis,fem,2
aibhleog,fem,
aibhneoir,masc,
aibhseacht,fem,
aibhse,fem,
aibhseoir,masc,
aibhsiú,masc,
aibíd,fem,2
aibíocht,fem,3
aibís,fem,
Aibisíneach,masc,
aibithghineas,masc,
aibítir,fem,2
Aibreán,masc,1
aibreog,fem,2
aibrisce,fem,
aibsíse,fem,
aiceann,masc,1
aicearracht,fem,3
aicearra,masc,4
aicéataildéad,masc,
aicéataimíd,fem,
aicéatáit,fem,
aicéatal,masc,
aicéatón,masc,
aice,fem,4
aicéin,fem,
aicéitiléin,fem,2
aichre,fem,
aicíd,fem,2
aicil,fem,
aicill,fem,
aicíneas,masc,
aicinéit,fem,
aicíocht,fem,
aicíodó,masc,4
aicis,fem,
aicme,fem,4
aicmíocht,fem,
aicmitheoir,masc,3
aicmiú,masc,
aicne,fem,4
aicrileach,masc,1
aicrilinítríl,fem,
aicseam,masc,
aicsean,masc,1
aicsím,fem,2
áicsin,fem,
Aidbhint,fem,2
aidhleann,fem,
aidhm,fem,2
aidhnín,masc,4
aidiacht,fem,3
aidiúnach,masc,1
aidiúnacht,fem,
aidréanailín,masc,4
áidsint,masc,
aiféala,masc,4
aiféaltas,masc,1
aife,fem,4
aiféilean,masc,
áiféis,fem,2
aifid,fem,2
aifirt,fem,3
aifís,fem,
Aifreannach,masc,
Aifreann,masc,1
aifricéad,masc,
aigeach,masc,
aigéadacht,fem,
aigéadalú,masc,
aigéadfhréamh,fem,
aigéad,masc,1
aigéaneolaí,masc,
aigéaneolaíocht,fem,
aigéan,masc,1
aigeantacht,fem,
Aigéineach,masc,
áighe,masc,
aighneacht,fem,3
aighneasacht,fem,
aighneas,masc,1
aighneasóir,masc,
aighne,masc,
aighniú,masc,
aighre,fem,
aigilín,masc,
aigne,fem,4
aigneolaí,masc,4
aigneolaíocht,fem,3
ailbéideacht,fem,3
ailb,fem,2
ailbheolas,masc,
ailbíneachas,masc,
ailbíneach,masc,
Ailbíseach,masc,1
ailceimiceoir,masc,
ailceimic,fem,2
ailcil,fem,
ailcín,fem,
aildéad,masc,
aileach,masc,
aileacó,masc,
ailearán,masc,
áiléar,masc,1
aile,fem,
aileorón,masc,
ail,fem,
ailgéabar,masc,1
Ailgéarach,masc,1
áilghine,fem,
ailgin,fem,
ailgionáit,fem,
ailias,masc,4
ailí,fem,
ailigéadar,masc,1
aililiú,masc,4
ailím,fem,4
ailimic,masc,
ailíniú,masc,
áilíos,masc,
ailiúnas,masc,1
áilleacht,fem,3
ailleadóireacht,fem,3
ailleadóir,masc,
áilleagánacht,fem,
áilleagán,masc,1
áilleánach,masc,
áilleán,masc,1
áille,fem,
ailléideach,masc,
ailléil,fem,
ailléirge,fem,4
ailléirgin,fem,2
ailleog,fem,
aill,fem,2
ailm,fem,
ailp,fem,2
ailpín,masc,
ailpínteacht,fem,
áilseadh,masc,
ailse,fem,4
ailteán,masc,
ailtéarnóir,masc,
ailtéarnú,masc,
áilteoireacht,fem,3
áilteoir,masc,3
ailt,fem,2
áilt,fem,
ailtín,masc,
ailtireacht,fem,3
ailtire,masc,4
áiméar,masc,1
aiméibe,fem,
aiméibicít,fem,
aimeiriciam,masc,
aimhe,fem,
aimhghliceas,masc,
aimhleas,masc,3
aimhleisce,fem,
aimhneart,masc,
aimhréidh,fem,2
aimhréiteach,masc,
aimhrialtacht,fem,3
aimhriar,fem,2
aimicín,masc,
aimíd,fem,
aimil,fem,
aimínaigéad,masc,1
aimínghrúpa,masc,
aimín,masc,
aimiotóis,fem,
aimiréalacht,fem,3
aimiréal,masc,1
aimirne,fem,
aimitis,fem,2
aimléis,fem,2
aimleoir,masc,
aimlíocht,fem,
aimliú,masc,
aimnéise,fem,4
aimniceintéis,fem,2
aimnín,masc,
aimpéaras,masc,
aimpéarlúb,fem,
aimpéar,masc,1
aimpéaruair,fem,
aimpléiseacht,fem,
aimpléis,fem,
aimplitheoir,masc,3
aimplitiúid,fem,
aimpliú,masc,
aimpmhéadar,masc,
aimride,fem,4
aimridiú,masc,
aimsir,fem,2
aimsitheoireacht,fem,
aimsitheoir,masc,3
aimsiú,masc,
ainbheartach,masc,
ainbheart,masc,
ainbhéas,masc,
ainbheithíoch,masc,
ainbheocht,fem,
ainbhiosán,masc,1
ainbhios,masc,3
ainbhlinn,fem,
ainbhreith,fem,2
aincheart,masc,
aincheas,masc,
aincheist,fem,2
ainchion,masc,
ainchíos,masc,
ainchleachtadh,masc,1
ainchreideamh,masc,1
ainchreidmheach,masc,1
ainchríostaí,masc,
Ainchríost,masc,
ainchríostúlacht,fem,
ainciseoir,masc,
aincis,fem,2
aindiachaí,masc,4
aindiachas,masc,1
aindiagacht,fem,
aindia,masc,
aindílleachta,masc,
aindiúid,fem,
aindleathacht,fem,
aindlí,masc,4
aindréiciam,masc,
aindréim,fem,
aineagna,fem,
ainéaras,masc,1
aineascaireacht,fem,
áineas,masc,3
ainéide,fem,
ainéifeacht,fem,
ainéime,fem,4
ainéimiméadar,masc,
ainéistéiseach,masc,1
ainéistéise,fem,4
ainéistéisí,masc,4
aineoirin,fem,
aineolaí,masc,
aineolas,masc,1
aineoplóideach,masc,
aineoras,masc,
áin,fem,
ainfhéile,fem,
ainfheoil,fem,3
ainfhiosracht,fem,
ainfhíréan,masc,
ainfhíréantacht,fem,
ainfhírinne,fem,
ainfhreagra,masc,
aingeal,masc,1
ainghléas,masc,
ainghníomh,masc,1
aingiall,fem,
aingíne,fem,4
aingíocht,fem,
ainglice,fem,
ainglíocht,fem,
ainglis,fem,2
ainhidríd,fem,
ainhiodráis,fem,
ainian,masc,
ainiarmhairt,fem,
ainiarsma,fem,
ainíde,fem,
ainimh,fem,2
ainiocht,masc,
ainiomad,masc,
ainionadh,masc,
ainionracas,masc,
ainiseagamacht,fem,
ainís,fem,2
ainle,fem,
ainleog,fem,
ainleoireacht,fem,
ainleoir,masc,
ainmchlár,masc,
ainmchlásal,masc,
ainmfhocal,masc,1
ainmheasarthacht,fem,3
ainmhéid,fem,2
ainmhian,fem,2
ainmhí,masc,4
ainmhíocht,fem,
ainmliosta,masc,4
ainm,masc,4
ainmneach,masc,
ainmneoir,masc,
ainmní,masc,4
ainmníochas,masc,
ainmníocht,fem,3
ainmnitheach,masc,1
ainmnitheoir,masc,
ainmniúchán,masc,1
ainmniúchas,masc,
ainmniú,masc,
ainneart,masc,
ainneor,masc,
ainnir,fem,2
ainnise,fem,4
ainniseoir,masc,3
ainriail,fem,
ainrialachas,masc,
ainrialaí,masc,4
ainrianaí,masc,
ainriantacht,fem,
ainriochtán,masc,
ainriocht,masc,3
ainscian,fem,2
ainsciantacht,fem,
ainseabhaí,masc,
ainseal,masc,1
ainsiléad,masc,1
ainsile,masc,
áinsí,masc,
ainsín,fem,
áinsíoch,masc,
ainspiantacht,fem,3
Ainspiorad,masc,1
ainsprid,fem,2
ainteafan,masc,
ainteas,masc,
ainteastach,masc,
aintéine,fem,4
aintéinín,masc,
ainteirt,fem,
aint,fem,
aintiarna,masc,4
aintiarnas,masc,1
Aintillíoch,masc,
aintín,fem,4
aintiún,masc,1
aintreise,fem,
aíochtach,fem,
aíocht,fem,3
aíochtlann,fem,2
aip,fem,2
aipindic,fem,2
airbhe,fem,
airceachán,masc,
airceintrean,masc,
airc,fem,2
áirc,fem,2
aircheadal,masc,
airchinneach,masc,
aircín,masc,
aircitíopa,masc,4
aircív,fem,2
airdeacht,fem,
airdeallaí,masc,
airdeall,masc,1
airde,fem,4
airdemhéadar,masc,
aird,fem,2
airdiúlacht,fem,
aireachas,masc,1
aireachtáil,fem,3
aireachtán,masc,1
aireacht,fem,3
aireagal,masc,1
aireagán,masc,1
aireag,fem,
airéal,fem,
áireamhán,masc,1
áireamh,masc,1
aireamh,masc,
airear,masc,
aire,fem,4
airéic,fem,
airéine,fem,4
aire,masc,4
airgeadaí,masc,4
airgeadaíocht,fem,
airgeadán,masc,
airgeadas,masc,1
airgead,masc,1
airgeadóir,masc,3
airgeadra,masc,4
airgeadsnáithe,masc,
áirge,fem,4
áirgheach,masc,
Airgintíneach,masc,1
áirgiúlacht,fem,
áiria,masc,4
Airianach,masc,1
áirí,fem,
airil,fem,
airí,masc,4
airíoch,masc,1
áirithe,fem,4
airitheoir,masc,
áiritheoir,masc,
áirithint,fem,2
áirithíocht,fem,
airleacánacht,fem,
airleacan,masc,1
airleacán,masc,
airle,fem,
airleog,fem,
Airméanach,masc,1
áirmhéadar,masc,1
airmheán,masc,1
airmheirg,fem,
airneánach,masc,
airneán,masc,1
airne,fem,4
airnéis,fem,2
airneog,fem,
airp,fem,
áirse,fem,4
airsín,masc,
airteagal,masc,1
airtléire,fem,4
airtríteas,masc,1
aisairgead,masc,1
aisbhreathnú,masc,
aisbhuille,masc,4
aisce,fem,4
aisc,fem,
aischéim,fem,
aischéimniú,masc,
aischothú,masc,
aischruthú,masc,
aischur,masc,
Áiseach,masc,1
áiseacht,fem,
aiseag,masc,1
aiseagthóir,masc,
aiseal,masc,1
aiséirí,masc,4
aiséiteach,masc,1
aiseolas,masc,1
aiseotróp,masc,
ais,fem,2
áis,fem,2
aisfháil,fem,3
aisfhilleadh,masc,1
aisfhreagra,masc,4
aisfhuaimniú,masc,
aisghabháil,fem,
aisghairm,fem,2
aisghníomhaíocht,fem,
aisghníomhú,masc,
aisiléireacht,fem,
aisiléir,masc,
aisil,fem,
aisiméadracht,fem,3
áisíneacht,fem,3
aisíocaíocht,fem,3
aisíoc,masc,3
aisiompú,masc,
Aisiriach,masc,1
aisiríoch,masc,
áisitheoir,masc,3
áisiúlacht,fem,3
aisléimeach,masc,
aisléim,fem,2
aislingeach,masc,
aislingeacht,fem,
aisling,fem,2
aisnéal,masc,
aispeist,fem,2
aisréad,masc,
aistarraingt,fem,
aisteachas,masc,
aistear,masc,1
aiste,fem,4
aisteoireacht,fem,3
aisteoir,masc,3
aistíl,fem,
aistí,masc,
aistiogmatacht,fem,
aistire,masc,
aistreán,masc,1
aistreog,fem,
aistreoir,masc,
aistrí,masc,
aistritheacht,fem,
aistritheoir,masc,3
aistriúchán,masc,1
aistriú,masc,
áitainm,masc,
aiteacht,masc,
aitealladh,masc,
aiteall,masc,1
aiteal,masc,1
áiteamh,masc,1
aiteannach,fem,
aiteann,masc,1
aiteas,masc,1
aitéiriscléaróis,fem,2
áiteoireacht,fem,3
áit,fem,2
aitheach,masc,1
áitheadóireacht,fem,
áitheadóir,masc,
aitheantas,masc,1
aitheantóir,masc,
aitheascal,masc,1
aitheasc,masc,1
áitheas,masc,
aithe,fem,
áithe,fem,
áith,fem,2
aithinne,fem,4
aithint,fem,
aithiseoir,masc,
aithis,fem,2
aithisiú,masc,
aithleá,masc,
Aithneach,masc,1
aithne,fem,4
aithnid,fem,
aithreachas,masc,1
aithreo,masc,
aithrí,fem,4
aithríoch,masc,
aithriseach,masc,
aithriseoireacht,fem,3
aithriseoir,masc,3
aithris,fem,2
áitíocht,fem,
áititheoireacht,fem,
áititheoir,masc,3
áitiúlachas,masc,
áitiú,masc,
áitiús,masc,
áitreabhach,masc,1
áitreabh,masc,1
aitreabúid,fem,
aitriam,masc,4
áitritheoir,masc,3
áivé,masc,
áladh,masc,1
alainín,masc,
alaisceach,fem,
alamais,fem,
aláram,masc,1
alasairin,fem,
alasam,masc,
Alascach,masc,
Alasca,fem,
albaimin,fem,
Albain,fem,
Albáinis,fem,
albam,masc,1
Albanach,masc,1
Albánach,masc,1
albastar,masc,
albatras,masc,1
alcaileacht,fem,
alcaile,fem,
alcailiméadracht,fem,
alcalóideach,masc,
alcán,masc,1
alchaing,fem,
alcólach,masc,1
alcól,masc,1
aldaistéarón,masc,
aldóláis,fem,
aldól,masc,
alfa-cháithnín,masc,
alfa-gha,masc,
alfa-héilics,masc,
alfalfa,masc,
alfa,masc,
alfraits,fem,2
alfraitsíocht,fem,
alga,masc,4
algartam,masc,1
algeolaí,masc,
algeolaíocht,fem,
allabhair,fem,
alladh,masc,
allagar,masc,1
allagóire,masc,4
allaíre,fem,4
allait,fem,2
alla,masc,
allantóis,fem,
allas,masc,1
allatán,masc,
allatrópacht,fem,
allatróp,masc,
allmhaire,fem,4
allmhaireoir,masc,3
allmhairiú,masc,
alltacht,fem,3
alltán,masc,
alltar,masc,
alltathír,fem,
allúrach,masc,
Almáinis,fem,
almanag,masc,1
ál,masc,1
almas,masc,
almóinn,fem,2
almóir,masc,3
almsach,masc,
almsa,fem,
almsóireacht,fem,
almsóir,masc,
aló,masc,4
alpaca,masc,4
alpach,masc,1
alpadh,masc,
alpaireacht,fem,
alpaire,masc,4
alpán,masc,1
Alsáiseach,masc,
altadh,masc,
altair,fem,
altán,masc,1
altastratas,masc,1
alteochair,fem,5
altfhliúit,fem,2
alt,masc,1
altóir,fem,3
altramaí,masc,
altra,masc,4
altramas,masc,
altram,masc,3
altramú,masc,
altranas,masc,1
altrúchas,masc,
altú,masc,4
alúin,fem,
alúmana,masc,
alúmanam,masc,1
alúm,masc,1
amadáinín,masc,
amadán,masc,1
amadántacht,fem,3
amadóir,masc,
amaideacht,fem,3
amaid,fem,2
amaidí,fem,4
amáille,fem,
amaitéarach,masc,1
amaláis,fem,
amalós,masc,
ama,masc,
amaoile,fem,
amarach,masc,
amarantas,masc,
amaróid,fem,
amarrán,masc,1
amas,masc,1
Amasóin,fem,
amatól,masc,
ambasadóireacht,fem,
ambasadóir,masc,3
ambasáid,fem,2
ambróise,fem,
amchlár,masc,1
amchomhartha,masc,4
amchrios,masc,3
amfaibiach,masc,
amfaimiscis,fem,
amfaitéatar,masc,1
amfapód,masc,
amfataimín,masc,4
amhábhar,masc,1
amhailt,fem,
amhainse,fem,
amhaire,masc,4
amhaisc,fem,
amhantar,masc,1
amhantraí,masc,4
amhantraíocht,fem,3
ámharaí,fem,4
amharcaíl,fem,3
amharclann,fem,2
amharcléamh,masc,1
amharclíne,fem,4
amharc,masc,1
amhas,masc,1
amhasóireacht,fem,
amhastrach,fem,2
amhdhorchacht,fem,
amhiarann,masc,1
amhlabhra,fem,4
amhlachas,masc,1
amhlán,masc,
amhlántacht,fem,
amhluadh,masc,
amhola,fem,4
amhra,masc,
amhránaí,masc,4
amhránaíocht,fem,3
amhrán,masc,1
amhrasán,masc,
amhras,masc,1
amhrastach,masc,1
amhsaine,fem,4
amhsán,masc,
amhscarthanach,fem,2
amhsheithe,fem,
amhtais,fem,
amlíne,fem,4
amlógacht,fem,
amlóg,fem,
amlóireacht,fem,
amlóir,masc,3
am,masc,3
ámóg,fem,2
amóinia,fem,4
amóiniam,masc,
amóinít,fem,
amónal,masc,
ampaill,fem,
amparán,masc,1
amparsan,masc,1
amplachán,masc,
ampla,masc,4
amplóir,masc,3
amscaíocht,fem,
amscála,masc,
anabaíocht,fem,3
anabalacht,fem,
anacair,fem,
anacal,masc,1
anacanda,masc,4
anachain,fem,3
anacmhainn,fem,
anacróir,masc,
anacronachas,masc,1
anaemacht,fem,3
anagal,masc,
anagram,masc,1
anaicme,fem,
anáid,fem,2
anáileadán,masc,1
anáil,fem,3
anail,fem,
anailgéiseach,masc,
anailid,fem,
anailín,masc,
anailíseoir,masc,3
anailís,fem,2
anailísí,masc,
anailísiú,masc,
anaimsir,fem,
anairí,fem,
anairt,fem,2
anaiste,fem,
anaistiogmat,masc,
anaiteas,masc,
anaithne,fem,
analach,fem,2
análaitheoir,masc,3
anallas,masc,
analóg,fem,
análóir,masc,3
análú,masc,
anamachas,masc,
ana,masc,
anamchairdeas,masc,
anamchara,masc,
anamimirce,fem,
anam,masc,3
anamóine,fem,
anamúlacht,fem,
anann,masc,1
anaoibh,fem,
anaoibhneas,masc,
anaostacht,fem,
anapas,masc,
an-ardmhinicíocht,fem,3
anaróideach,masc,
anas,masc,1
anás,masc,1
anastamóis,fem,
anastróf,fem,
anatamaí,masc,
anatamaíocht,fem,3
anbhainne,fem,
anbhá,masc,4
anbharr,masc,
anbharúil,fem,
anbhás,masc,
anbhrath,masc,
anbhroic,fem,
anbhroid,fem,
anbhuain,fem,2
ancaireacht,fem,
ancaire,masc,4
ancalóis,fem,
anchaitheamh,masc,
anchor,masc,
anchroí,masc,
anchruth,masc,
anchuid,fem,
anchúinseacht,fem,
anchúinse,masc,
anchuma,fem,4
anchumhacht,fem,
anchúram,masc,
andairneacht,fem,
andánacht,fem,
andóchas,masc,1
andóigh,fem,2
Andórach,masc,
andorchacht,fem,
andord,masc,
andraigin,fem,
andraiméid,fem,
andraspór,masc,
andróideach,masc,1
andúileach,masc,1
andúil,fem,2
anfacht,fem,
anfais,fem,
anfa,masc,4
anfháilte,fem,
anfhala,fem,
anfhocal,masc,
anfholláine,fem,
anfhorlann,masc,1
anfhortacht,fem,
angadh,masc,1
angagram,masc,1
angaíocht,fem,
angaispeirm,fem,
angaplaiste,fem,4
angar,masc,1
angarúinneach,masc,
anghlonn,masc,
anghlór,masc,
anghrá,masc,
Anglacánachas,masc,1
Anglacánach,masc,1
anglach,masc,
Anglais,fem,2
anglait,fem,
angla,masc,
anglán,masc,
Angla-Normannach,masc,
anglántacht,fem,
Angla-Shacsanach,masc,
Angólach,masc,1
angóra,masc,4
angstram,masc,1
anlaith,masc,3
anlann,masc,1
anlathas,masc,1
anlocht,masc,
anlucht,masc,
anmhacnas,masc,
anmhailís,fem,
anmhórán,masc,
annáil,fem,
annálaí,masc,4
annalas,masc,
annamhacht,fem,
annóid,fem,
anocsacht,fem,
anoíche,fem,
anóid,fem,
anoircheas,masc,
anoireicse,fem,4
anó,masc,4
anorac,masc,1
anord,masc,1
anordú,masc,
anótáil,fem,3
anrachán,masc,
ánradh,masc,
anraith,masc,4
ánra,masc,
anrath,masc,
anróiteacht,fem,
anró,masc,4
anrud,masc,
ansacht,fem,3
ansclábhaíocht,fem,
anscoilt,fem,
ánshraith,fem,
ansmachtaí,masc,
ansmacht,masc,3
anspás,masc,
anstrólaí,masc,
anstrólaíocht,fem,
anstró,masc,
antaibheathach,masc,1
antaigin,fem,2
antairidiam,masc,
antairíneam,masc,
antaiseipteán,masc,1
antaiséiream,masc,1
antaithéachtach,masc,
antalóp,masc,1
antamón,masc,
antar,masc,
Antartaice,fem,
antasubstaint,fem,2
antatocsain,fem,
antlachán,masc,
antlás,masc,1
antóiciainin,fem,
antoil,fem,
antoisceach,masc,1
antraicéin,fem,
antraicít,fem,2
antraipeolaí,masc,
antraipeolaíocht,fem,3
antrapaigineas,masc,
antrapóideach,masc,
antrasc,masc,1
antrasóideach,masc,
antráth,masc,3
antrom,masc,
antuiscint,fem,
antúr,masc,
anuabhar,masc,
anuaill,fem,
anuair,fem,
anuaisleacht,fem,
anuasal,masc,
anumhlaíocht,fem,
anúra,masc,
anurraim,fem,
aodh,fem,4
aogall,masc,
aoibheall,masc,1
aoibh,fem,2
aoibhiúlacht,fem,
aoibhneas,masc,1
aoidheach,fem,
aoidh,fem,
aoileach,masc,1
aoile,fem,
aoi,masc,4
aoineán,masc,
aoine,fem,
aoinle,fem,
aoire,masc,4
aoir,fem,2
aois,fem,2
aoisghrúpa,masc,4
aoisliúntas,masc,1
aolbhrugh,masc,
aolchlais,fem,
aolchloch,fem,2
aolchneas,masc,
aolchoinneal,fem,2
aolchorp,masc,
aolchrobh,masc,
aolchuisne,masc,4
aoldath,masc,
aolghealadh,masc,
aol,masc,1
aoluisce,masc,4
aomadh,masc,
aomthóir,masc,3
aonachas,masc,
aonach,masc,1
aonadfhad,masc,
aonad,masc,1
aonán,masc,
aonaracht,fem,
aonaránach,masc,1
aonaránacht,fem,
aonarán,masc,1
aonar,masc,1
aonbheannach,masc,1
aonchéileachas,masc,1
aonchineálacht,fem,
aonchiseal,masc,1
aondiachas,masc,
aon-fhorchéim,fem,
aonghin,fem,2
aon,masc,1
aonocsaíd,fem,
aonraitheoir,masc,
aonréadaí,masc,4
aonréad,masc,1
aonrothach,masc,1
aonrú,masc,
aonscoth,fem,
aonseilbh,fem,
aonstádas,masc,
aontachas,masc,1
Aontachtaí,masc,4
aontacht,fem,3
aontaitheoir,masc,
aonta,masc,
aontas,masc,1
aontíos,masc,1
aonton,masc,
Aontroim,fem,
aontú,masc,
aontumhach,masc,1
aontumha,fem,
aorachas,masc,
aorta,masc,
aorthóir,masc,3
aosach,masc,1
aosáid,fem,
aosánach,masc,1
aosán,masc,
aosántacht,fem,
aostach,masc,
aostacht,fem,
aothú,masc,
apacailipsis,masc,4
apagamacht,fem,
apaigí,masc,4
apaipléis,fem,2
apaitéiciam,masc,
apaitít,fem,
apalacht,fem,
ápa,masc,4
apastróf,fem,2
aplanaspór,masc,
apsaint,fem,2
Arabach,masc,1
árachaí,masc,
árachas,masc,1
árach,masc,1
árachóir,masc,3
aracnóideach,masc,
áradh,masc,
ára,fem,
aragail,fem,2
aragóinít,fem,2
Araibis,fem,
araicis,fem,2
araicnid,fem,
araid,fem,2
araidheacht,fem,
araí,fem,4
araíocht,fem,
araíonacht,fem,3
aral,masc,
araltas,masc,1
aralt,masc,1
Aramais,fem,
ara,masc,4
áram,masc,
arán,masc,1
Árannach,masc,
arann,masc,1
araoid,fem,
ararút,masc,1
arasaipil,masc,
árasán,masc,1
áraslann,fem,2
áras,masc,1
arathar,masc,
arbatráiste,masc,
arbhar,masc,1
arcagóiniam,masc,
arcán,masc,1
árchú,masc,5
arclampa,masc,
arc,masc,
ardaicme,fem,2
ardaidhm,fem,
ardaidiúnach,masc,
Ard-Aifreann,masc,
ardaigeantacht,fem,
Ard-Aighne,masc,4
ardaingeal,masc,
ardainmhí,masc,
ardaíocht,fem,
ardaitheoir,masc,3
ardán,masc,1
ardathair,masc,
ardbhaile,masc,
ardbholg,masc,
ardbhrú,masc,4
ardchaighdeán,masc,1
ardchathair,fem,5
ardcheannasaí,masc,4
ardcheannas,masc,1
ardcheann,masc,
ardchéim,fem,
ardchéimíocht,fem,
ardchíos,masc,
ardchlár,masc,1
ardchléireach,masc,
ardchomhairle,fem,
ardchríoch,fem,2
ardchúirt,fem,
ardchumhacht,fem,
ard-deagánach,masc,
ard-deoise,fem,
ard-diúc,masc,
ardéacht,masc,
ardeaglais,fem,2
ardeaspag,masc,1
ardeaspagóideacht,fem,
